,round,game_index,date,home_team,away_team,minute,team,teamId,isHome,eloTeam,player,playerId,position,rating,keeper,keeperRating,opponent,eloOpponent,x,y,distance,angle,goal_difference,situation,body_part,goal,xg
22,19,2,04/01/2025,Hellas Verona,Udinese,18,Hellas Verona,2701,True,1390,Suat Serdar,800408,M,70,Răzvan Sava,70,Udinese,1453,18.7,39.7,19,20,0,corner,strongFoot,0,0.059215113520622
21,19,2,04/01/2025,Hellas Verona,Udinese,19,Hellas Verona,2701,True,1390,Daniele Ghilardi,1384847,D,41,Răzvan Sava,70,Udinese,1453,8.5,53.0,8,13,0,corner,head,0,0.054801475256681
20,19,2,04/01/2025,Hellas Verona,Udinese,20,Hellas Verona,2701,True,1390,Ondrej Duda,246319,M,71,Răzvan Sava,70,Udinese,1453,25.7,60.1,26,14,0,corner,strongFoot,0,0.016497246921062
19,19,2,04/01/2025,Hellas Verona,Udinese,40,Udinese,2695,False,1453,Florian Thauvin,148824,F,76,Lorenzo Montipò,77,Hellas Verona,1390,23.1,55.8,23,9,0,free-kick,strongFoot,0,0.11260362714529
18,19,2,04/01/2025,Hellas Verona,Udinese,47,Hellas Verona,2701,True,1390,Casper Tengstedt,957937,F,70,Răzvan Sava,70,Udinese,1453,13.0,54.8,13,14,0,assisted,strongFoot,0,0.15406946837902
17,19,2,04/01/2025,Hellas Verona,Udinese,50,Udinese,2695,False,1453,Sandi Lovrić,575852,M,62,Lorenzo Montipò,77,Hellas Verona,1390,10.8,57.5,11,25,0,assisted,strongFoot,0,0.057430628687143
16,19,2,04/01/2025,Hellas Verona,Udinese,52,Udinese,2695,False,1453,Hassane Kamara,351434,M,60,Lorenzo Montipò,77,Hellas Verona,1390,11.7,46.0,12,13,0,regular,weakFoot,0,0.21218237280846
15,19,2,04/01/2025,Hellas Verona,Udinese,55,Udinese,2695,False,1453,Lorenzo Lucca,962364,F,73,Lorenzo Montipò,77,Hellas Verona,1390,17.6,68.3,21,35,0,assisted,strongFoot,0,0.037470575422049
14,19,2,04/01/2025,Hellas Verona,Udinese,59,Hellas Verona,2701,True,1390,Daniel Mosquera,1018179,F,70,Răzvan Sava,70,Udinese,1453,8.3,47.0,8,13,0,assisted,head,0,0.16404356062412
13,19,2,04/01/2025,Hellas Verona,Udinese,59,Hellas Verona,2701,True,1390,Suat Serdar,800408,M,70,Răzvan Sava,70,Udinese,1453,3.0,62.4,8,70,0,corner,head,0,0.039286006242037
12,19,2,04/01/2025,Hellas Verona,Udinese,61,Hellas Verona,2701,True,1390,Suat Serdar,800408,M,70,Răzvan Sava,70,Udinese,1453,17.8,51.3,17,2,0,assisted,strongFoot,0,0.10261054337025
11,19,2,04/01/2025,Hellas Verona,Udinese,65,Hellas Verona,2701,True,1390,Tomáš Suslov,964154,F,70,Răzvan Sava,70,Udinese,1453,28.2,53.6,28,4,0,free-kick,strongFoot,0,0.035935707390308
10,19,2,04/01/2025,Hellas Verona,Udinese,67,Hellas Verona,2701,True,1390,Jackson Tchatchoua,1096210,M,58,Răzvan Sava,70,Udinese,1453,14.2,65.0,17,35,0,assisted,strongFoot,0,0.046658739447594
9,19,2,04/01/2025,Hellas Verona,Udinese,67,Hellas Verona,2701,True,1390,Daniel Mosquera,1018179,F,70,Răzvan Sava,70,Udinese,1453,6.0,48.1,6,12,0,assisted,strongFoot,0,0.22699810564518
8,19,2,04/01/2025,Hellas Verona,Udinese,67,Hellas Verona,2701,True,1390,Jackson Tchatchoua,1096210,M,58,Răzvan Sava,70,Udinese,1453,18.5,60.1,19,20,0,assisted,weakFoot,0,0.056938171386719
7,19,2,04/01/2025,Hellas Verona,Udinese,70,Udinese,2695,False,1453,Lorenzo Lucca,962364,F,73,Lorenzo Montipò,77,Hellas Verona,1390,7.6,46.4,7,17,0,throw-in-set-piece,head,0,0.092731013894081
6,19,2,04/01/2025,Hellas Verona,Udinese,74,Udinese,2695,False,1453,Hassane Kamara,351434,M,60,Lorenzo Montipò,77,Hellas Verona,1390,24.0,37.8,25,19,0,assisted,strongFoot,0,0.013854015618563
5,19,2,04/01/2025,Hellas Verona,Udinese,76,Udinese,2695,False,1453,Arthur Atta,1444690,M,53,Lorenzo Montipò,77,Hellas Verona,1390,21.6,31.3,25,30,0,assisted,strongFoot,0,0.02129596658051
4,19,2,04/01/2025,Hellas Verona,Udinese,77,Udinese,2695,False,1453,Florian Thauvin,148824,F,76,Lorenzo Montipò,77,Hellas Verona,1390,8.6,29.7,16,58,0,assisted,strongFoot,0,0.038585752248764
3,19,2,04/01/2025,Hellas Verona,Udinese,80,Udinese,2695,False,1453,Hassane Kamara,351434,M,60,Lorenzo Montipò,77,Hellas Verona,1390,8.5,44.2,9,24,0,assisted,head,0,0.056443102657795
2,19,2,04/01/2025,Hellas Verona,Udinese,86,Udinese,2695,False,1453,Arthur Atta,1444690,M,53,Lorenzo Montipò,77,Hellas Verona,1390,25.1,48.3,25,2,0,assisted,strongFoot,0,0.041216786950827
1,19,2,04/01/2025,Hellas Verona,Udinese,90,Udinese,2695,False,1453,Arthur Atta,1444690,M,53,Lorenzo Montipò,77,Hellas Verona,1390,25.1,69.5,28,27,0,regular,strongFoot,0,0.023230632767081
0,19,2,04/01/2025,Hellas Verona,Udinese,90,Udinese,2695,False,1453,Hassane Kamara,351434,M,60,Lorenzo Montipò,77,Hellas Verona,1390,14.4,43.8,15,16,0,regular,strongFoot,0,0.064133919775486
18,19,3,05/01/2025,Monza,Cagliari,2,Cagliari,2719,False,1364,Mattia Felici,975811,F,61,Stefano Turati,74,Monza,1361,2.6,61.1,7,70,0,corner,strongFoot,0,0.056671347469091
17,19,3,05/01/2025,Monza,Cagliari,3,Monza,2729,True,1361,Patrick Ciurria,346676,F,72,Simone Scuffet,73,Cagliari,1364,9.3,44.9,9,20,0,assisted,strongFoot,0,0.25410714745522
16,19,3,05/01/2025,Monza,Cagliari,6,Monza,2729,True,1361,Gianluca Caprari,148458,F,73,Simone Scuffet,73,Cagliari,1364,11.5,50.0,11,0,0,penalty,strongFoot,1,0.7884
15,19,3,05/01/2025,Monza,Cagliari,8,Cagliari,2719,False,1364,Nadir Zortea,928104,D,62,Stefano Turati,74,Monza,1361,13.6,65.3,17,37,-1,set-piece,strongFoot,0,0.021104918792844
14,19,3,05/01/2025,Monza,Cagliari,14,Cagliari,2719,False,1364,Roberto Piccoli,958982,F,71,Stefano Turati,74,Monza,1361,9.3,47.5,9,10,-1,regular,weakFoot,0,0.19728891551495
13,19,3,05/01/2025,Monza,Cagliari,14,Cagliari,2719,False,1364,Adam Obert,964153,D,43,Stefano Turati,74,Monza,1361,15.1,31.4,19,39,-1,regular,strongFoot,0,0.033365331590176
12,19,3,05/01/2025,Monza,Cagliari,15,Cagliari,2719,False,1364,Nicolas Viola,21608,M,72,Stefano Turati,74,Monza,1361,16.3,35.5,19,31,-1,assisted,strongFoot,0,0.060168419033289
11,19,3,05/01/2025,Monza,Cagliari,22,Cagliari,2719,False,1364,Nadir Zortea,928104,D,62,Stefano Turati,74,Monza,1361,20.1,52.7,20,5,-1,assisted,weakFoot,1,0.059669110924006
10,19,3,05/01/2025,Monza,Cagliari,31,Cagliari,2719,False,1364,Sebastiano Luperto,352736,D,47,Stefano Turati,74,Monza,1361,10.8,52.4,10,8,0,set-piece,head,0,0.037025477737188
9,19,3,05/01/2025,Monza,Cagliari,33,Cagliari,2719,False,1364,Roberto Piccoli,958982,F,71,Stefano Turati,74,Monza,1361,6.9,48.8,6,6,0,corner,head,0,0.11003715544939
8,19,3,05/01/2025,Monza,Cagliari,40,Monza,2729,True,1361,Warren Bondo,1000366,M,61,Simone Scuffet,73,Cagliari,1364,20.6,47.9,20,3,0,assisted,strongFoot,0,0.094633318483829
7,19,3,05/01/2025,Monza,Cagliari,42,Cagliari,2719,False,1364,Michel Adopo,928777,M,57,Stefano Turati,74,Monza,1361,8.9,48.4,8,6,0,set-piece,head,0,0.064616791903973
6,19,3,05/01/2025,Monza,Cagliari,49,Monza,2729,True,1361,Stefano Sensi,294313,M,60,Simone Scuffet,73,Cagliari,1364,21.5,44.0,21,10,0,assisted,strongFoot,0,0.03960869833827
5,19,3,05/01/2025,Monza,Cagliari,56,Cagliari,2719,False,1364,Roberto Piccoli,958982,F,71,Stefano Turati,74,Monza,1361,16.2,64.8,19,31,0,fast-break,strongFoot,1,0.07704072445631
4,19,3,05/01/2025,Monza,Cagliari,57,Cagliari,2719,False,1364,Nicolas Viola,21608,M,72,Stefano Turati,74,Monza,1361,28.1,33.7,30,21,1,fast-break,strongFoot,0,0.022314062342048
3,19,3,05/01/2025,Monza,Cagliari,61,Monza,2729,True,1361,Pedro Pereira,807291,D,56,Simone Scuffet,73,Cagliari,1364,7.7,46.3,8,18,-1,assisted,weakFoot,0,0.34161710739136
2,19,3,05/01/2025,Monza,Cagliari,70,Cagliari,2719,False,1364,Nicolas Viola,21608,M,72,Stefano Turati,74,Monza,1361,16.0,49.3,16,1,1,set-piece,strongFoot,0,0.03229920938611
1,19,3,05/01/2025,Monza,Cagliari,90,Cagliari,2719,False,1364,Gianluca Lapadula,147368,F,72,Stefano Turati,74,Monza,1361,12.4,36.1,15,37,1,assisted,strongFoot,0,0.078848846256733
0,19,3,05/01/2025,Monza,Cagliari,90,Monza,2729,True,1361,Milan Đurić,76132,F,70,Simone Scuffet,73,Cagliari,1364,14.8,51.3,14,3,-1,assisted,strongFoot,0,0.066247545182705
13,19,4,05/01/2025,Lecce,Genoa,13,Lecce,2689,True,1361,Patrick Dorgu,1397168,M,51,Nicola Leali,69,Genoa,1446,9.9,70.9,17,55,0,assisted,weakFoot,0,0.039129499346018
11,19,4,05/01/2025,Lecce,Genoa,22,Lecce,2689,True,1361,Tete Morente,605374,F,69,Nicola Leali,69,Genoa,1446,11.9,32.1,17,45,0,regular,strongFoot,0,0.017255475744605
12,19,4,05/01/2025,Lecce,Genoa,22,Lecce,2689,True,1361,Nikola Krstović,839156,F,74,Nicola Leali,69,Genoa,1446,22.3,44.0,22,10,0,assisted,strongFoot,0,0.036910980939865
10,19,4,05/01/2025,Lecce,Genoa,30,Lecce,2689,True,1361,Hamza Rafia,857772,M,65,Nicola Leali,69,Genoa,1446,8.3,59.9,10,39,0,regular,strongFoot,0,0.074115142226219
8,19,4,05/01/2025,Lecce,Genoa,43,Genoa,2713,False,1446,Andrea Pinamonti,826198,F,75,Wladimiro Falcone,80,Lecce,1361,12.4,42.3,13,22,0,regular,strongFoot,0,0.11871936917305
9,19,4,05/01/2025,Lecce,Genoa,43,Genoa,2713,False,1446,Morten Thorsby,280991,M,61,Wladimiro Falcone,80,Lecce,1361,1.7,49.7,1,6,0,assisted,weakFoot,0,0.98073959350586
7,19,4,05/01/2025,Lecce,Genoa,56,Lecce,2689,True,1361,Patrick Dorgu,1397168,M,51,Nicola Leali,69,Genoa,1446,14.4,49.5,14,1,0,assisted,strongFoot,0,0.15898422896862
6,19,4,05/01/2025,Lecce,Genoa,66,Genoa,2713,False,1446,Andrea Pinamonti,826198,F,75,Wladimiro Falcone,80,Lecce,1361,17.5,38.5,19,24,0,assisted,strongFoot,0,0.070226490497589
5,19,4,05/01/2025,Lecce,Genoa,69,Lecce,2689,True,1361,Nikola Krstović,839156,F,74,Nicola Leali,69,Genoa,1446,9.1,48.5,9,6,0,assisted,head,0,0.069862507283688
4,19,4,05/01/2025,Lecce,Genoa,71,Genoa,2713,False,1446,Alessandro Zanoli,922928,M,38,Wladimiro Falcone,80,Lecce,1361,7.1,69.1,14,61,0,regular,strongFoot,0,0.030105419456959
3,19,4,05/01/2025,Lecce,Genoa,75,Lecce,2689,True,1361,Federico Baschirotto,786175,D,52,Nicola Leali,69,Genoa,1446,8.4,46.7,8,14,0,corner,head,0,0.061118893325329
0,19,4,05/01/2025,Lecce,Genoa,90,Lecce,2689,True,1361,Frédéric Guilbert,372430,D,45,Nicola Leali,69,Genoa,1446,23.9,70.0,27,29,0,assisted,weakFoot,0,0.024923821911216
1,19,4,05/01/2025,Lecce,Genoa,90,Lecce,2689,True,1361,Federico Baschirotto,786175,D,52,Nicola Leali,69,Genoa,1446,11.0,47.2,11,9,0,throw-in-set-piece,head,0,0.036097355186939
2,19,4,05/01/2025,Lecce,Genoa,90,Lecce,2689,True,1361,Jesper Karlsson,834597,F,74,Nicola Leali,69,Genoa,1446,8.5,17.1,23,69,0,free-kick,strongFoot,0,0.038393303751945
21,19,5,05/01/2025,Torino,Parma,4,Parma,2690,False,1322,Valentin Mihăilă,925242,M,65,Vanja Milinković-Savić,77,Torino,1504,26.5,44.2,26,8,0,assisted,strongFoot,0,0.019872454926372
20,19,5,05/01/2025,Torino,Parma,7,Torino,2696,True,1504,Yann Karamoh,802149,F,68,Zion Suzuki,71,Parma,1322,15.6,36.1,18,31,0,assisted,strongFoot,0,0.024057447910309
19,19,5,05/01/2025,Torino,Parma,9,Torino,2696,True,1504,Che Adams,773409,F,76,Zion Suzuki,71,Parma,1322,8.1,50.7,8,3,0,assisted,head,0,0.28373354673386
18,19,5,05/01/2025,Torino,Parma,18,Torino,2696,True,1504,Che Adams,773409,F,76,Zion Suzuki,71,Parma,1322,11.3,52.1,11,7,0,assisted,strongFoot,0,0.067803747951984
17,19,5,05/01/2025,Torino,Parma,22,Torino,2696,True,1504,Che Adams,773409,F,76,Zion Suzuki,71,Parma,1322,16.2,55.2,16,12,0,assisted,strongFoot,0,0.12052718549967
16,19,5,05/01/2025,Torino,Parma,35,Parma,2690,False,1322,Hernani,156019,M,69,Vanja Milinković-Savić,77,Torino,1504,30.0,48.5,30,1,0,corner,strongFoot,0,0.015690682455897
15,19,5,05/01/2025,Torino,Parma,36,Torino,2696,True,1504,Nikola Vlašić,357596,M,75,Zion Suzuki,71,Parma,1322,15.2,60.2,16,24,0,fast-break,strongFoot,0,0.12077521532774
14,19,5,05/01/2025,Torino,Parma,45,Parma,2690,False,1322,Hernani,156019,M,69,Vanja Milinković-Savić,77,Torino,1504,18.2,45.0,18,10,0,corner,weakFoot,0,0.054213054478168
13,19,5,05/01/2025,Torino,Parma,54,Torino,2696,True,1504,Karol Linetty,189135,M,62,Zion Suzuki,71,Parma,1322,23.4,59.5,24,15,0,assisted,strongFoot,0,0.027534598484635
12,19,5,05/01/2025,Torino,Parma,58,Parma,2690,False,1322,Ange-Yoan Bonny,1086223,F,73,Vanja Milinković-Savić,77,Torino,1504,21.9,60.5,23,18,0,assisted,strongFoot,0,0.022382272407413
11,19,5,05/01/2025,Torino,Parma,63,Parma,2690,False,1322,Ange-Yoan Bonny,1086223,F,73,Vanja Milinković-Savić,77,Torino,1504,25.3,54.5,25,6,0,fast-break,strongFoot,0,0.061700467020273
10,19,5,05/01/2025,Torino,Parma,63,Parma,2690,False,1322,Simon Sohm,909991,M,65,Vanja Milinković-Savić,77,Torino,1504,15.8,46.4,15,8,0,corner,strongFoot,0,0.066301539540291
9,19,5,05/01/2025,Torino,Parma,64,Parma,2690,False,1322,Valentin Mihăilă,925242,M,65,Vanja Milinković-Savić,77,Torino,1504,18.2,64.8,20,28,0,assisted,strongFoot,0,0.043719481676817
8,19,5,05/01/2025,Torino,Parma,78,Parma,2690,False,1322,Valentin Mihăilă,925242,M,65,Vanja Milinković-Savić,77,Torino,1504,25.1,42.5,25,11,0,assisted,strongFoot,0,0.030227638781071
7,19,5,05/01/2025,Torino,Parma,80,Parma,2690,False,1322,Ange-Yoan Bonny,1086223,F,73,Vanja Milinković-Savić,77,Torino,1504,23.6,41.7,24,13,0,assisted,weakFoot,0,0.027308117598295
6,19,5,05/01/2025,Torino,Parma,84,Torino,2696,True,1504,Marcus Pedersen,934409,M,47,Zion Suzuki,71,Parma,1322,12.7,69.9,18,46,0,regular,weakFoot,0,0.03822685033083
5,19,5,05/01/2025,Torino,Parma,86,Torino,2696,True,1504,Alieu Njie,1493157,F,62,Zion Suzuki,71,Parma,1322,25.0,22.7,31,36,0,assisted,strongFoot,0,0.012628925964236
4,19,5,05/01/2025,Torino,Parma,87,Torino,2696,True,1504,Che Adams,773409,F,76,Zion Suzuki,71,Parma,1322,10.4,41.5,11,29,0,regular,strongFoot,0,0.16357462108135
3,19,5,05/01/2025,Torino,Parma,90,Parma,2690,False,1322,Ange-Yoan Bonny,1086223,F,73,Vanja Milinković-Savić,77,Torino,1504,18.8,56.3,19,12,0,assisted,weakFoot,0,0.037721775472164
2,19,5,05/01/2025,Torino,Parma,90,Torino,2696,True,1504,Nikola Vlašić,357596,M,75,Zion Suzuki,71,Parma,1322,9.1,53.7,9,15,0,assisted,strongFoot,0,0.13480322062969
1,19,5,05/01/2025,Torino,Parma,90,Torino,2696,True,1504,Che Adams,773409,F,76,Zion Suzuki,71,Parma,1322,8.1,60.3,10,40,0,regular,strongFoot,0,0.071585685014725
0,19,5,05/01/2025,Torino,Parma,90,Torino,2696,True,1504,Karol Linetty,189135,M,62,Zion Suzuki,71,Parma,1322,18.1,71.6,23,39,0,set-piece,strongFoot,0,0.019554542377591
22,19,6,05/01/2025,AS Roma,Lazio,3,AS Roma,2702,True,1643,Manu Koné,974087,M,72,Ivan Provedel,83,Lazio,1731,10.9,27.1,19,55,0,regular,strongFoot,0,0.028771791607141
20,19,6,05/01/2025,AS Roma,Lazio,5,Lazio,2699,False,1731,Gustav Isaksen,976381,F,71,Mile Svilar,77,AS Roma,1643,14.4,48.9,14,2,0,regular,weakFoot,0,0.076093561947346
19,19,6,05/01/2025,AS Roma,Lazio,5,Lazio,2699,False,1731,Adam Marušić,267619,D,66,Mile Svilar,77,AS Roma,1643,15.0,71.1,20,43,0,regular,strongFoot,0,0.043635856360197
21,19,6,05/01/2025,AS Roma,Lazio,5,Lazio,2699,False,1731,Gustav Isaksen,976381,F,71,Mile Svilar,77,AS Roma,1643,15.6,48.5,15,3,0,assisted,strongFoot,0,0.047374073415995
18,19,6,05/01/2025,AS Roma,Lazio,11,AS Roma,2702,True,1643,Lorenzo Pellegrini,555540,F,77,Ivan Provedel,83,Lazio,1731,15.6,46.6,15,8,0,assisted,strongFoot,1,0.10218165814877
17,19,6,05/01/2025,AS Roma,Lazio,14,AS Roma,2702,True,1643,Mats Hummels,16632,D,58,Ivan Provedel,83,Lazio,1731,21.3,58.9,22,15,0,assisted,strongFoot,0,0.027419194579124
16,19,6,05/01/2025,AS Roma,Lazio,17,Lazio,2699,False,1731,Gustav Isaksen,976381,F,71,Mile Svilar,77,AS Roma,1643,18.7,70.2,23,36,0,assisted,strongFoot,0,0.040023598819971
15,19,6,05/01/2025,AS Roma,Lazio,18,AS Roma,2702,True,1643,Alexis Saelemaekers,901891,M,66,Ivan Provedel,83,Lazio,1731,8.4,63.6,12,47,0,assisted,weakFoot,0,0.068716265261173
14,19,6,05/01/2025,AS Roma,Lazio,18,AS Roma,2702,True,1643,Alexis Saelemaekers,901891,M,66,Ivan Provedel,83,Lazio,1731,4.8,53.8,5,28,0,regular,weakFoot,1,0.73977506160736
13,19,6,05/01/2025,AS Roma,Lazio,22,Lazio,2699,False,1731,Fisayo Dele-Bashiru,910121,M,68,Mile Svilar,77,AS Roma,1643,15.7,40.5,16,22,-1,assisted,weakFoot,0,0.085923261940479
12,19,6,05/01/2025,AS Roma,Lazio,32,AS Roma,2702,True,1643,Mats Hummels,16632,D,58,Ivan Provedel,83,Lazio,1731,9.1,57.9,10,30,1,set-piece,head,0,0.040853310376406
11,19,6,05/01/2025,AS Roma,Lazio,47,Lazio,2699,False,1731,Valentín Castellanos,877013,F,79,Mile Svilar,77,AS Roma,1643,8.8,67.7,14,53,-1,assisted,strongFoot,0,0.042443994432688
10,19,6,05/01/2025,AS Roma,Lazio,48,Lazio,2699,False,1731,Alessio Romagnoli,227864,D,39,Mile Svilar,77,AS Roma,1643,6.8,46.9,7,17,-1,corner,head,0,0.1049380749464
9,19,6,05/01/2025,AS Roma,Lazio,50,Lazio,2699,False,1731,Mattéo Guendouzi,852404,M,70,Mile Svilar,77,AS Roma,1643,20.6,45.0,20,9,-1,regular,weakFoot,0,0.069849230349064
8,19,6,05/01/2025,AS Roma,Lazio,50,Lazio,2699,False,1731,Nicolò Rovella,937324,M,62,Mile Svilar,77,AS Roma,1643,29.3,41.9,29,10,-1,corner,strongFoot,0,0.01608294993639
7,19,6,05/01/2025,AS Roma,Lazio,57,AS Roma,2702,True,1643,Lorenzo Pellegrini,555540,F,77,Ivan Provedel,83,Lazio,1731,7.9,33.1,13,55,1,assisted,strongFoot,0,0.16894894838333
6,19,6,05/01/2025,AS Roma,Lazio,59,Lazio,2699,False,1731,Loum Tchaouna,1004505,F,72,Mile Svilar,77,AS Roma,1643,6.9,56.4,8,32,-1,assisted,strongFoot,0,0.10921193659306
5,19,6,05/01/2025,AS Roma,Lazio,63,Lazio,2699,False,1731,Valentín Castellanos,877013,F,79,Mile Svilar,77,AS Roma,1643,14.4,49.7,14,0,-1,assisted,strongFoot,0,0.070016369223595
4,19,6,05/01/2025,AS Roma,Lazio,63,Lazio,2699,False,1731,Nicolò Rovella,937324,M,62,Mile Svilar,77,AS Roma,1643,24.8,47.0,24,4,-1,regular,strongFoot,0,0.030456241220236
3,19,6,05/01/2025,AS Roma,Lazio,63,Lazio,2699,False,1731,Nicolò Rovella,937324,M,62,Mile Svilar,77,AS Roma,1643,23.8,34.2,26,24,-1,assisted,strongFoot,0,0.030849911272526
2,19,6,05/01/2025,AS Roma,Lazio,69,Lazio,2699,False,1731,Valentín Castellanos,877013,F,79,Mile Svilar,77,AS Roma,1643,13.3,73.5,20,50,-1,assisted,strongFoot,0,0.029468940570951
1,19,6,05/01/2025,AS Roma,Lazio,79,Lazio,2699,False,1731,Nuno Tavares,944973,D,66,Mile Svilar,77,AS Roma,1643,5.7,29.9,14,67,-1,assisted,strongFoot,0,0.055341020226479
0,19,6,05/01/2025,AS Roma,Lazio,86,Lazio,2699,False,1731,Loum Tchaouna,1004505,F,72,Mile Svilar,77,AS Roma,1643,25.0,56.8,25,10,-1,assisted,strongFoot,0,0.019351311028004
23,19,7,14/01/2025,Como,AC Milan,4,AC Milan,2692,False,1768,Emerson Royal,856123,D,60,Jean Butez,76,Como,1292,14.2,65.5,17,36,0,assisted,weakFoot,0,0.051602605730295
22,19,7,14/01/2025,Como,AC Milan,6,Como,2704,True,1292,Gabriel Strefezza,877201,F,65,Mike Maignan,87,AC Milan,1768,24.1,26.4,28,33,0,assisted,strongFoot,0,0.020330296829343
21,19,7,14/01/2025,Como,AC Milan,8,Como,2704,True,1292,Marc Kempf,226974,D,41,Mike Maignan,87,AC Milan,1768,11.3,57.3,12,23,0,set-piece,head,0,0.038607567548752
20,19,7,14/01/2025,Como,AC Milan,9,AC Milan,2692,False,1768,Youssouf Fofana,945062,M,66,Jean Butez,76,Como,1292,18.1,44.0,18,12,0,assisted,strongFoot,0,0.062610425055027
19,19,7,14/01/2025,Como,AC Milan,13,Como,2704,True,1292,Gabriel Strefezza,877201,F,65,Mike Maignan,87,AC Milan,1768,19.4,31.7,23,32,0,assisted,strongFoot,0,0.021226469427347
18,19,7,14/01/2025,Como,AC Milan,21,AC Milan,2692,False,1768,Tijjani Reijnders,893549,M,74,Jean Butez,76,Como,1292,12.2,36.8,15,36,0,fast-break,strongFoot,0,0.26522016525269
17,19,7,14/01/2025,Como,AC Milan,21,AC Milan,2692,False,1768,Álvaro Morata,125407,F,80,Jean Butez,76,Como,1292,1.8,37.8,8,77,0,fast-break,weakFoot,0,0.11102838814259
16,19,7,14/01/2025,Como,AC Milan,27,AC Milan,2692,False,1768,Youssouf Fofana,945062,M,66,Jean Butez,76,Como,1292,26.1,58.1,26,11,0,assisted,weakFoot,0,0.018187077715993
15,19,7,14/01/2025,Como,AC Milan,35,Como,2704,True,1292,Assane Diao,1493689,M,68,Mike Maignan,87,AC Milan,1768,14.0,50.0,14,0,0,fast-break,strongFoot,0,0.45315736532211
14,19,7,14/01/2025,Como,AC Milan,45,Como,2704,True,1292,Lucas Da Cunha,911848,M,69,Mike Maignan,87,AC Milan,1768,19.1,74.6,25,41,0,free-kick,strongFoot,0,0.044222272932529
13,19,7,14/01/2025,Como,AC Milan,47,Como,2704,True,1292,Assane Diao,1493689,M,68,Mike Maignan,87,AC Milan,1768,14.0,69.0,19,42,0,assisted,weakFoot,0,0.023150067776442
12,19,7,14/01/2025,Como,AC Milan,52,Como,2704,True,1292,Assane Diao,1493689,M,68,Mike Maignan,87,AC Milan,1768,13.1,67.7,17,42,0,assisted,weakFoot,0,0.020049549639225
11,19,7,14/01/2025,Como,AC Milan,52,AC Milan,2692,False,1768,Álex Jiménez,1184308,D,50,Jean Butez,76,Como,1292,10.4,62.8,13,39,0,fast-break,strongFoot,0,0.17016625404358
10,19,7,14/01/2025,Como,AC Milan,52,AC Milan,2692,False,1768,Tijjani Reijnders,893549,M,74,Jean Butez,76,Como,1292,15.8,44.8,16,12,0,fast-break,strongFoot,0,0.13343457877636
9,19,7,14/01/2025,Como,AC Milan,60,AC Milan,2692,False,1768,Álex Jiménez,1184308,D,50,Jean Butez,76,Como,1292,11.5,58.2,12,25,0,assisted,strongFoot,0,0.086128279566765
8,19,7,14/01/2025,Como,AC Milan,60,Como,2704,True,1292,Assane Diao,1493689,M,68,Mike Maignan,87,AC Milan,1768,12.4,66.2,16,41,0,assisted,weakFoot,1,0.03091430850327
7,19,7,14/01/2025,Como,AC Milan,67,AC Milan,2692,False,1768,Matteo Gabbia,826195,D,35,Jean Butez,76,Como,1292,8.6,46.4,8,15,-1,set-piece,head,0,0.067647986114025
6,19,7,14/01/2025,Como,AC Milan,71,AC Milan,2692,False,1768,Matteo Gabbia,826195,D,35,Jean Butez,76,Como,1292,3.6,60.9,8,64,-1,corner,head,0,0.045576971024275
5,19,7,14/01/2025,Como,AC Milan,71,AC Milan,2692,False,1768,Theo Hernández,788027,D,76,Jean Butez,76,Como,1292,8.3,63.2,12,47,-1,corner,strongFoot,1,0.055210288614035
4,19,7,14/01/2025,Como,AC Milan,76,AC Milan,2692,False,1768,Rafael Leão,851284,F,78,Jean Butez,76,Como,1292,15.8,58.1,16,19,0,assisted,strongFoot,1,0.28464290499687
3,19,7,14/01/2025,Como,AC Milan,84,Como,2704,True,1292,Alberto Dossena,870211,D,43,Mike Maignan,87,AC Milan,1768,6.1,50.9,6,5,-1,corner,strongFoot,0,0.17836271226406
2,19,7,14/01/2025,Como,AC Milan,86,Como,2704,True,1292,Patrick Cutrone,795044,F,73,Mike Maignan,87,AC Milan,1768,4.9,44.2,6,38,-1,set-piece,strongFoot,0,0.14887316524982
1,19,7,14/01/2025,Como,AC Milan,90,Como,2704,True,1292,Andrea Belotti,220223,F,75,Mike Maignan,87,AC Milan,1768,5.4,44.2,6,36,-1,assisted,strongFoot,0,0.42492735385895
0,19,7,14/01/2025,Como,AC Milan,90,Como,2704,True,1292,Andrea Belotti,220223,F,75,Mike Maignan,87,AC Milan,1768,6.9,37.2,11,51,-1,assisted,head,0,0.025280496105552
33,19,8,14/01/2025,Atalanta,Juventus,8,Atalanta,2686,True,1807,Ademola Lookman,824200,F,80,Michele Di Gregorio,80,Juventus,1761,19.0,27.5,24,38,0,assisted,strongFoot,0,0.012482984922826
32,19,8,14/01/2025,Atalanta,Juventus,13,Atalanta,2686,True,1807,Charles De Ketelaere,960441,F,76,Michele Di Gregorio,80,Juventus,1761,9.0,50.5,9,2,0,assisted,head,0,0.074582830071449
31,19,8,14/01/2025,Atalanta,Juventus,17,Juventus,2687,False,1761,Federico Gatti,1128063,D,36,Marco Carnesecchi,82,Atalanta,1807,15.8,60.1,17,23,0,set-piece,strongFoot,0,0.020142277702689
30,19,8,14/01/2025,Atalanta,Juventus,21,Juventus,2687,False,1761,Teun Koopmeiners,803033,M,77,Marco Carnesecchi,82,Atalanta,1807,13.0,34.6,16,38,0,regular,strongFoot,0,0.096854873001575
